2017-05-22 23:45:19.081117 , Temp:  ,UV: ,Knob: 
2017-05-23 00:55:39.750987 , 36.384 ,0.0 ,1056
2017-05-23 00:55:49.810484 , 35.895 ,0.0 ,1056
2017-05-23 00:55:59.870277 , 35.895 ,0.0 ,639
2017-05-23 00:56:09.929576 , 35.895 ,0.0 ,639
2017-05-23 00:56:19.989171 , 35.895 ,0.0 ,639
2017-05-23 00:56:30.048475 , 35.895 ,0.0 ,639
2017-05-23 00:56:40.108009 , 35.895 ,0.0 ,639
2017-05-23 00:56:50.167614 , 36.384 ,0.0 ,639
2017-05-23 00:57:00.226961 , 35.895 ,0.0 ,639
2017-05-23 00:57:10.286501 , 35.895 ,0.0 ,639
2017-05-23 00:57:20.345998 , 35.895 ,0.0 ,639
2017-05-23 00:57:30.405569 , 35.895 ,0.0 ,639
